1 2 3
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 10 14
5 9 15
6 12 16
7 11 17
8 14 17
9 13 16
10 16 17
11 14 15
12 13 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 10 14
5 9 15
6 12 16
7 11 17
8 15 16
9 16 17
10 13 17
11 13 14
12 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 10 14
5 9 15
6 12 16
7 11 17
8 15 17
9 16 17
10 13 16
11 14 15
12 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 10 14
5 9 15
6 14 16
7 13 16
8 12 17
9 11 17
10 16 17
11 12 15
13 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 10 14
5 9 15
6 14 16
7 13 17
8 12 16
9 11 17
10 16 17
11 13 15
12 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 10 14
5 9 15
6 14 16
7 15 16
8 16 17
9 11 17
10 12 17
11 12 13
13 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 10 14
5 9 15
6 14 16
7 15 17
8 16 17
9 11 17
10 12 16
11 13 15
12 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 10 14
5 9 15
6 14 16
7 16 17
8 15 16
9 11 17
10 13 17
11 12 13
12 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 10 14
5 9 15
6 14 16
7 16 17
8 15 17
9 11 17
10 13 16
11 12 15
12 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 10 14
5 9 15
6 16 17
7 14 16
8 15 16
9 12 17
10 13 17
11 12 13
11 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 10 14
5 9 15
6 16 17
7 14 16
8 15 17
9 12 17
10 13 16
11 12 15
11 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 10 14
5 9 15
6 16 17
7 15 16
8 14 16
9 13 17
10 12 17
11 12 13
11 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 10 14
5 9 15
6 16 17
7 15 16
8 14 17
9 13 16
10 12 17
11 12 14
11 13 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 11 14
5 13 15
6 9 16
7 14 15
8 10 17
9 12 17
10 12 16
11 15 17
13 14 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 11 14
5 13 15
6 9 16
7 14 17
8 10 17
9 12 15
10 14 16
11 15 17
12 13 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 11 14
5 13 15
6 9 16
7 16 17
8 10 17
9 15 17
10 14 16
11 12 15
12 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 11 14
5 14 15
6 9 16
7 13 15
8 12 17
9 10 17
10 12 16
11 15 17
13 14 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 11 14
5 14 15
6 9 16
7 13 17
8 12 15
9 10 17
10 13 16
11 15 17
12 14 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 11 14
5 14 15
6 9 16
7 15 16
8 15 17
9 10 17
10 12 13
11 12 17
13 14 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 11 14
5 14 15
6 9 16
7 15 17
8 15 16
9 10 17
10 12 13
11 13 17
12 14 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 11 14
5 14 15
6 9 16
7 15 17
8 16 17
9 10 17
10 12 16
11 13 15
12 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 11 14
5 14 15
6 9 16
7 16 17
8 15 17
9 10 17
10 13 16
11 12 15
12 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 11 14
5 15 16
6 9 15
7 14 16
8 16 17
9 12 17
10 11 17
10 12 13
13 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 11 14
5 15 16
6 9 15
7 14 17
8 16 17
9 12 16
10 11 17
10 13 14
12 13 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 11 14
5 15 16
6 9 15
7 16 17
8 14 16
9 13 17
10 11 17
10 12 13
12 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 11 14
5 15 16
6 9 15
7 16 17
8 14 17
9 13 16
10 11 17
10 12 14
12 13 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 11 14
5 15 16
6 9 17
7 14 15
8 15 17
9 12 16
10 12 13
10 14 17
11 13 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 11 14
5 15 16
6 9 17
7 14 15
8 16 17
9 12 16
10 12 17
10 13 14
11 13 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 11 14
5 15 16
6 9 17
7 15 17
8 14 15
9 13 16
10 12 13
10 14 17
11 12 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 11 14
5 15 16
6 9 17
7 15 17
8 14 16
9 13 15
10 12 14
10 13 17
11 12 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 12 14
5 13 15
6 14 15
7 9 16
8 10 17
9 11 17
10 11 16
12 15 17
13 14 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 12 14
5 13 15
6 16 17
7 9 16
8 10 17
9 15 17
10 14 16
11 12 15
11 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 12 14
5 14 15
6 15 16
7 9 16
8 15 17
9 10 17
10 11 13
11 12 17
13 14 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 12 14
5 14 15
6 15 16
7 9 17
8 15 17
9 10 16
10 11 13
11 14 17
12 13 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 12 14
5 14 15
6 15 16
7 9 17
8 16 17
9 10 16
10 11 17
11 13 14
12 13 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 12 14
5 14 15
6 16 17
7 9 16
8 15 17
9 10 17
10 13 16
11 12 15
11 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 12 14
5 15 16
6 13 17
7 9 15
8 11 16
9 16 17
10 12 17
10 13 14
11 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 12 14
5 15 16
6 14 15
7 9 16
8 15 17
9 11 17
10 11 13
10 12 17
13 14 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 12 14
5 15 16
6 14 15
7 9 17
8 15 17
9 11 16
10 11 13
10 14 17
12 13 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 12 14
5 15 16
6 14 15
7 9 17
8 16 17
9 11 16
10 11 17
10 13 14
12 13 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 12 14
5 15 16
6 14 17
7 9 15
8 16 17
9 11 16
10 12 17
10 13 14
11 13 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 12 14
5 15 16
6 15 17
7 9 16
8 14 15
9 13 17
10 11 13
10 12 17
11 14 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 12 14
5 15 16
6 15 17
7 9 16
8 14 17
9 13 15
10 11 14
10 12 17
11 13 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 12 14
5 15 16
6 15 17
7 9 17
8 14 15
9 13 16
10 11 13
10 14 17
11 12 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 12 14
5 15 16
6 15 17
7 9 17
8 14 16
9 13 15
10 11 14
10 13 17
11 12 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 12 15
7 11 16
8 14 17
9 10 13
9 11 17
10 12 17
13 15 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 12 15
7 11 17
8 14 17
9 10 13
9 11 16
10 15 17
12 13 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 12 15
7 11 17
8 16 17
9 10 17
9 11 16
10 13 15
12 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 12 16
7 11 15
8 14 17
9 10 13
9 12 17
10 11 17
13 15 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 12 16
7 11 17
8 14 17
9 10 13
9 16 17
10 11 15
12 13 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 12 17
7 11 15
8 14 17
9 10 13
9 12 16
10 15 17
11 13 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 12 17
7 11 15
8 16 17
9 10 17
9 12 16
10 13 15
11 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 12 17
7 11 16
8 14 17
9 10 13
9 16 17
10 12 15
11 13 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 14 17
7 13 15
8 12 16
9 10 11
9 12 17
10 13 17
11 15 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 14 17
7 13 15
8 12 17
9 10 11
9 12 16
10 15 17
11 13 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 14 17
7 13 16
8 12 15
9 10 11
9 13 17
10 12 17
11 15 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 14 17
7 13 16
8 12 17
9 10 11
9 16 17
10 12 15
11 13 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 14 17
7 15 16
8 15 17
9 10 11
9 12 13
10 12 17
11 13 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 14 17
7 15 16
8 16 17
9 10 11
9 12 17
10 12 13
11 13 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 14 17
7 15 17
8 16 17
9 10 11
9 12 16
10 13 15
11 12 13

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 14 17
7 16 17
8 15 17
9 10 11
9 13 16
10 12 15
11 12 13

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 15 16
7 14 17
8 15 17
9 10 12
9 11 13
10 11 17
12 13 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 15 16
7 14 17
8 16 17
9 10 12
9 11 17
10 11 13
12 13 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 15 16
7 15 17
8 16 17
9 10 17
9 11 12
10 11 13
12 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 15 16
7 16 17
8 15 17
9 10 17
9 11 13
10 11 12
12 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 15 17
7 13 16
8 12 17
9 10 17
9 11 16
10 12 15
11 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 15 17
7 13 17
8 12 16
9 10 17
9 11 16
10 13 15
11 12 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 15 17
7 14 17
8 15 16
9 10 12
9 11 13
10 13 17
11 12 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 15 17
7 14 17
8 16 17
9 10 12
9 11 16
10 13 15
11 12 13

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 15 17
7 15 16
8 14 17
9 10 13
9 11 12
10 12 17
11 13 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 15 17
7 15 16
8 16 17
9 10 17
9 11 12
10 12 13
11 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 15 17
7 16 17
8 14 17
9 10 13
9 11 16
10 12 15
11 12 13

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 15 17
7 16 17
8 15 16
9 10 17
9 11 13
10 12 13
11 12 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 16 17
6 14 16
7 13 15
8 12 17
9 11 17
9 12 16
10 11 15
10 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 16 17
6 14 16
7 13 17
8 12 15
9 11 17
9 13 16
10 11 15
10 12 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 16 17
6 14 16
7 14 17
8 15 16
9 11 12
9 13 17
10 11 13
10 12 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 16 17
6 14 16
7 14 17
8 15 17
9 11 12
9 13 16
10 11 15
10 12 13

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 16 17
6 14 16
7 15 16
8 14 17
9 11 13
9 12 17
10 11 12
10 13 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 16 17
6 14 16
7 15 16
8 15 17
9 11 17
9 12 13
10 11 12
10 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 9
2 10 12
3 4 13
3 6 14
5 7 15
5 12 16
7 11 17
8 15 16
9 16 17
10 13 17
11 13 14
12 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 9
2 10 12
3 4 13
3 6 14
5 7 15
5 12 16
7 11 17
8 15 17
9 16 17
10 13 16
11 14 15
12 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 9
2 12 13
3 4 12
3 6 14
5 13 15
5 16 17
7 8 16
7 10 17
9 15 17
10 14 16
11 12 15
11 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 9
2 12 13
3 4 14
3 6 15
5 12 15
5 13 16
7 10 17
7 11 14
8 13 17
9 10 16
11 15 17
12 14 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 10
3 4 13
3 7 14
5 7 15
5 12 16
6 11 17
8 15 16
9 16 17
10 13 17
11 13 14
12 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 10
3 4 13
3 7 14
5 7 15
5 12 16
6 11 17
8 15 17
9 16 17
10 13 16
11 14 15
12 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 10
3 4 13
3 7 14
5 7 15
5 12 16
6 11 17
8 16 17
9 15 16
10 14 17
11 13 14
12 13 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 10
3 4 13
3 7 14
5 7 15
5 12 16
6 11 17
8 16 17
9 15 17
10 14 16
11 13 15
12 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 10
3 4 13
3 7 14
5 7 15
5 13 16
6 15 16
8 11 17
9 16 17
10 12 17
11 12 14
13 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 10
3 4 13
3 7 14
5 7 15
5 13 16
6 15 17
8 11 17
9 16 17
10 12 16
11 14 15
12 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 10
3 4 13
3 7 14
5 7 15
5 13 16
6 16 17
8 11 17
9 15 16
10 14 17
11 12 14
12 13 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 10
3 4 13
3 7 14
5 7 15
5 13 16
6 16 17
8 11 17
9 15 17
10 14 16
11 12 15
12 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 10
3 4 13
3 7 14
5 7 15
5 14 16
6 15 16
8 16 17
9 11 17
10 12 17
11 12 13
13 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 10
3 4 13
3 7 14
5 7 15
5 14 16
6 15 17
8 16 17
9 11 17
10 12 16
11 13 15
12 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 10
3 4 13
3 7 14
5 7 15
5 14 16
6 16 17
8 15 16
9 11 17
10 13 17
11 12 13
12 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 10
3 4 13
3 7 14
5 7 15
5 14 16
6 16 17
8 15 17
9 11 17
10 13 16
11 12 15
12 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 12 13
5 14 15
6 10 16
7 10 17
8 11 16
9 11 17
12 14 17
13 15 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 12 13
5 14 15
6 10 16
7 10 17
8 11 17
9 11 16
12 15 17
13 14 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 12 13
5 14 16
6 10 16
7 10 17
8 11 15
9 14 17
11 12 17
13 15 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 12 13
5 14 16
6 10 16
7 10 17
8 11 17
9 16 17
11 12 15
13 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 12 13
5 14 16
6 10 17
7 10 16
8 11 17
9 16 17
11 13 15
12 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 12 13
5 15 16
6 10 16
7 10 17
8 15 17
9 11 14
11 12 17
13 14 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 12 13
5 15 16
6 10 16
7 10 17
8 16 17
9 11 17
11 12 14
13 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 12 13
5 15 16
6 10 17
7 10 16
8 16 17
9 11 17
11 13 14
12 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 12 13
5 16 17
6 10 16
7 10 17
8 15 16
9 14 17
11 12 14
11 13 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 12 13
5 16 17
6 10 16
7 10 17
8 15 17
9 14 16
11 12 15
11 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 12 14
5 13 15
6 10 16
7 11 16
8 10 17
9 11 17
12 13 17
14 15 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 12 14
5 13 15
6 10 16
7 11 17
8 10 17
9 11 16
12 15 17
13 14 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 12 14
5 13 16
6 10 16
7 11 17
8 10 17
9 16 17
11 12 15
13 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 12 14
5 13 16
6 10 17
7 11 17
8 10 16
9 16 17
11 14 15
12 13 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 12 15
5 13 14
6 10 16
7 11 16
8 11 17
9 10 17
12 13 17
14 15 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 12 15
5 13 14
6 10 16
7 11 17
8 11 16
9 10 17
12 14 17
13 15 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 12 15
5 13 16
6 10 16
7 11 14
8 13 17
9 10 17
11 12 17
14 15 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 12 15
5 13 16
6 10 16
7 11 17
8 16 17
9 10 17
11 12 14
13 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 12 15
5 13 16
6 10 17
7 11 17
8 16 17
9 10 16
11 14 15
12 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 12 15
5 14 16
6 10 16
7 16 17
8 11 17
9 10 17
11 12 13
13 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 12 15
5 14 16
6 10 17
7 16 17
8 11 17
9 10 16
11 13 15
12 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
